28	0.	0.06892501069438349	37305.97264957265
256	0.	0.06892501069438349	47609.96216360245
153	0.	0.06892501069438349	63240.000518134715
16	0.	0.06892501069438349	71555.54270462634
146	0.	0.191219895978142	37305.97264957265
1027	0.	0.191219895978142	47609.96216360245
645	0.	0.191219895978142	63240.000518134715
63	0.	0.191219895978142	71555.54270462634
65	0.	0.42817918346462336	37305.97264957265
751	0.	0.42817918346462336	47609.96216360245
434	0.	0.42817918346462336	63240.000518134715
70	0.	0.42817918346462336	71555.54270462634
25	0.	0.7470478463428576	37305.97264957265
283	0.	0.7470478463428576	47609.96216360245
255	0.	0.7470478463428576	63240.000518134715
73	0.	0.7470478463428576	71555.54270462634
34	0.031084290731554567	0.06892501069438349	37305.97264957265
104	0.031084290731554567	0.06892501069438349	47609.96216360245
59	0.031084290731554567	0.06892501069438349	63240.000518134715
10	0.031084290731554567	0.06892501069438349	71555.54270462634
128	0.031084290731554567	0.191219895978142	37305.97264957265
398	0.031084290731554567	0.191219895978142	47609.96216360245
268	0.031084290731554567	0.191219895978142	63240.000518134715
34	0.031084290731554567	0.191219895978142	71555.54270462634
53	0.031084290731554567	0.42817918346462336	37305.97264957265
213	0.031084290731554567	0.42817918346462336	47609.96216360245
235	0.031084290731554567	0.42817918346462336	63240.000518134715
33	0.031084290731554567	0.42817918346462336	71555.54270462634
21	0.031084290731554567	0.7470478463428576	37305.97264957265
72	0.031084290731554567	0.7470478463428576	47609.96216360245
119	0.031084290731554567	0.7470478463428576	63240.000518134715
46	0.031084290731554567	0.7470478463428576	71555.54270462634
24	0.34385459306698407	0.06892501069438349	37305.97264957265
124	0.34385459306698407	0.06892501069438349	47609.96216360245
264	0.34385459306698407	0.06892501069438349	63240.000518134715
17	0.34385459306698407	0.06892501069438349	71555.54270462634
35	0.34385459306698407	0.191219895978142	37305.97264957265
227	0.34385459306698407	0.191219895978142	47609.96216360245
703	0.34385459306698407	0.191219895978142	63240.000518134715
52	0.34385459306698407	0.191219895978142	71555.54270462634
19	0.34385459306698407	0.42817918346462336	37305.97264957265
163	0.34385459306698407	0.42817918346462336	47609.96216360245
419	0.34385459306698407	0.42817918346462336	63240.000518134715
89	0.34385459306698407	0.42817918346462336	71555.54270462634
7	0.34385459306698407	0.7470478463428576	37305.97264957265
81	0.34385459306698407	0.7470478463428576	47609.96216360245
138	0.34385459306698407	0.7470478463428576	63240.000518134715
53	0.34385459306698407	0.7470478463428576	71555.54270462634
0	0.6730998041835966	0.06892501069438349	37305.97264957265
23	0.6730998041835966	0.06892501069438349	47609.96216360245
48	0.6730998041835966	0.06892501069438349	63240.000518134715
1	0.6730998041835966	0.06892501069438349	71555.54270462634
0	0.6730998041835966	0.191219895978142	37305.97264957265
15	0.6730998041835966	0.191219895978142	47609.96216360245
102	0.6730998041835966	0.191219895978142	63240.000518134715
3	0.6730998041835966	0.191219895978142	71555.54270462634
0	0.6730998041835966	0.42817918346462336	37305.97264957265
15	0.6730998041835966	0.42817918346462336	47609.96216360245
10	0.6730998041835966	0.42817918346462336	63240.000518134715
2	0.6730998041835966	0.42817918346462336	71555.54270462634
0	0.6730998041835966	0.7470478463428576	37305.97264957265
1	0.6730998041835966	0.7470478463428576	47609.96216360245
8	0.6730998041835966	0.7470478463428576	63240.000518134715
0	0.6730998041835966	0.7470478463428576	71555.54270462634
